,word,tag
10662,,pa
10663, þrjátíu og eitt,ta
10664,og,c
10665,leikinn,nkeog
10666,sjálfan,fbkeo
10667,með,af
10668, sex,ta
10669,stigum,nhfþ
10670,",",pk
10671, níutíu og tvö,ta
10672,,pa
10673, áttatíu og sex,ta
10674,.,pl
10675,Njarðvík-Stjarnan,nven-s
10676,hundrað og átta,ta
10677,,m
10678,hundrað og fimmtán,ta
10679,(,pa
10680, tuttugu og sex,ta
10681,,m
10682, fimmtán,ta
10683,",",pk
10684, tuttugu,ta
10685,,m
10686, þrjátíu og fimm,ta
10687,",",pk
10688, tuttugu og fjögur,ta
10689,,m
10690, tuttugu og fjögur,ta
10691,",",pk
10692, nítján,ta
10693,,m
10694, fimmtán,ta
10695,",",pk
10696, níu,ta
10697,,m
10698, níu,ta
10699,",",pk
10700, tíu,ta
10701,,m
10702, sautján,ta
10703,),pa
10704,Njarðvík,nven-s
10705,",",pk
10706,Snæfell,nhen-s
10707,",",pk
10708,Skallagrímur,nken-s
10709,og,c
10710,Fjölnir,nken-s
10711,Þá,aa
10712,máttu,sfg3fþ
10713,Grindvíkingar,nkfn-s
10714,sætta,sng
10715,sig,fpkfo
10716,við,af
10717,ósigur,nkeo
10718,í,af
10719,Iceland,n----s
10720,Express,e
10721,deildinni,nveþg
10722,er,c
10723,þeir,fpkfn
10724,töpuðu,sfg3fþ
10725,gegn,af
10726,Þór,nkeþ-s
10727,Akureyri,nveþ-s
10728,á,af
10729,Akureyri,nveþ-s
10730,hundrað og fjögur,ta
10731,,m
10732, níutíu og átta,ta
10733,en,c
10734,þeir,fpkfn
10735,léku,sfg3fþ
10736,án,af
10737,miðherja,nkee
10738,síns,fekee
10739,Igors,n----s
10740,Beljanski,n----s
10741,sem,ct
10742,á,sfg3en
10743,við,af
10744,meiðsli,nhfo
10745,að,cn
10746,stríða,sng
10747,.,pl
10748,Gestirnir,nkfng
10749,úr,af
10750,Stykkishólmi,nkeþ-s
10751,voru,sfg3fþ
10752,farnir,sþgkfn
10753,aftur,aa
10754,í,af
10755,maður,x
10756,á,af
10757,mann,nkeo
10758,vörn,nveo
10759,í,af
10760,upphafi,nheþ
10761,síðari,lkeevm
10762,hálfleiks,nkee
10763,og,c
10764,náðu,sfg3fþ
10765,að,cn
10766,minnka,sng
10767,muninn,nkeog
10768,í,af
10769, fimmtíu og eitt,ta
10770,,m
10771, fimmtíu,ta
10772,þar,aa
10773,sem,c
10774,Sveinn,nken-s
10775,Arnar,nken-s
10776,Davíðsson,nken-s
10777,átti,sfg3eþ
10778,góðar,lvfosf
10779,rispur,nvfo
10780,fyrir,af
10781,Snæfell,nheo-s
10782,",",pk
10783,var,sfg3eþ
10784,þeirra,fpkfe
10785,besti,lkenve
10786,maður,nken
10787,í,af
10788,þriðja,lkeþvf
10789,leikhluta,nkeþ
10790,.,pl
10791,Vogamenn,nkfn-s
10792,unnu,sfg3fþ
10793,núll,ta
10794,,m
10795, einn,ta
10796,sigur,nkeo
10797,í,af
10798,hörku,nvee
10799,leik,nkeþ
10800,.,pl
10801,Keflvíkingar,nkfn-s
10802,fengu,sfg3fþ
10803,aldeilis,aa
10804,magnaða,lveosf
10805,byrjun,nveo
10806,á,af
10807,leiktíð,nveþ
10808,sinni,feveþ
10809,í,af
10810,Landsbankadeild,nveþ-s
10811,karla,nkfe
10812,í,af
10813,knattspyrnu,nveþ
10814,er,c
10815,þeir,fpkfn
10816,skelltu,sfg3fþ
10817,Íslandsmeisturum,nkfþ-s
10818,Vals,nkee-s
10819, fimm,ta
10820,,m
10821, þrjú,ta
10822,í,af
10823,opnunarleik,nkeþ
10824,Íslandsmótsins,nheegs
10825,.,pl
10826,Lokatölur,nvfn
10827,urðu,sfg3fþ
10828, þrjátíu og tvö,ta
10829,,m
10830, tuttugu og tveir,ta
10831,Valdimar,nken-s
10832,í,af
10833,vil,nheo
10834,og,c
10835,þeir,fpkfn
10836,eru,sfg3fn
10837,því,aa
10838,komnir,sþgkfn
10839,í,af
10840, átta,nhfe
10841,-liða,pa
10842,úrslit,nhfo
10843,.,pl
10844,Staðan,nveng
10845,í,af
10846,einvíginu,nheþg
10847,er,sfg3en
10848, tvö,ta
10849,,m
10850,núll,ta
10851,Keflavík,nveþ-s
10852,í,af
10853,vil,nheo
10854,en,c
10855,Snæfellingar,nkfn-s
10856,hafa,sfg3fn
10857,ekki,aa
10858,átt,sþghen
10859,roð,nheo
10860,til,af
10861,þessa,fahee
10862,í,af
10863,grimma,lveosf
10864,Keflavíkurvörnina,nveogs
10865,.,pl
10866,Víðismenn,nkfn
10867,voru,sfg3fþ
10868,ekki,aa
10869,af,af
10870,baki,nheþ
10871,dottnir,sþgkfn
10872,og,c
10873,tókst,sfm3eþ
10874,að,cn
10875,jafna,sng
10876,og,c
10877,komast,snm
10878,yfir,aa
10879,",",pk
10880, þrjú,ta
10881,,m
10882, tvö,ta
10883,",",pk
10884,fyrir,af
10885,hálfleik,nkeo
10886,með,af
10887, tveimur,ta
10888,mörkum,nhfþ
10889,frá,af
10890,Sigurbirni,nkeþ-s
10891,Bjarnasyni,nkeþ-s
10892,á,af
10893, tuttugasta og níunda,ta
10894,og,c
10895, þrítugustu og níundu,ta
10896,mínútu,nveþ
10897,.,pl
10898,Leiknum,nkeþg
10899,lauk,sfg3eþ
10900,með,af
10901,núll,ta
10902,,m
10903, þremur,ta
10904,sigri,nkeþ
10905,gestanna,nkfeg
10906,í,af
10907,K R,n----s
10908,.,pl
10909,Grindavík,nveþ-s
10910,:,pa
10911,María,nven-s
10912,Ben,n----s
10913,Erlingsdóttir,nven-s
10914, fimmtán,ta
10915,",",pk
10916,Ingunn,nven-s
10917,Embla,nven-s
10918,Kristínardóttir,nven-s
10919, fimmtán <sil> sex,ta
10920,fráköst,nhfn
10921,",",pk
10922,Petrúnella,nven-s
10923,Skúladóttir,nven-s
10924, þrettán <sil> tíu,ta
10925,fráköst,nhfn
10926,skástrik,pa
10927, fimm,ta
10928,stoðsendingar,nvfn
10929,skástrik,pa
10930, fimm,ta
10931,stolnir,lkfnsf
10932,",",pk
10933,Ólöf,nven-s
10934,Rún,nven-s
10935,Óladóttir,nven-s
10936, ellefu <sil> fimm,ta
10937,fráköst,nhfn
10938,",",pk
10939,Íris,nven-s
10940,Sverrisdóttir,nven-s
10941, átta,ta
10942,",",pk
10943,Hrund,nven-s
10944,Skúladóttir,nven-s
10945, sex,ta
10946,",",pk
10947,Lovísa,nven-s
10948,Falsdóttir,nven-s
10949, þrjú,ta
10950,",",pk
10951,Arna,nven-s
10952,Sif,nven-s
10953,Elíasdóttir,nven-s
10954,núll,ta
10955,",",pk
10956,Elísabet,nven-s
10957,María,nven-s
10958,Magnúsdóttir,nven-s
10959,núll,ta
10960,",",pk
10961,Vigdís,nven-s
10962,María,nven-s
10963,Þórhallsdóttir,nven-s
10964,núll,ta
10965,",",pk
10966,Angela,nven-s
10967,Björg,nven-s
10968,Steingrímsdóttir,nven-s
10969,núll,ta
10970,.,pl
10971,Þegar,c
10972,rétt,aa
10973,rúm,lvensf
10974,mínúta,nven
10975,var,sfg3eþ
10976,til,af
10977,leiksloka,nhfe
10978,var,sfg3eþ
10979,staðan,nveng
10980, áttatíu og tvö,ta
10981,,m
10982, sjötíu og átta,ta
10983,.,pl
10984,Keflavík,nven-s
10985,sigraði,sfg3eþ
10986,Skallagrím,nkeo-s
10987,",",pk
10988, áttatíu og eitt,ta
10989,,m
10990, sjötíu,ta
10991,",",pk
10992,í,af
10993,framlengdum,lkeþsf
10994,leik,nkeþ
10995,í,af
10996,Dominos,ks
10997,deild,nveþ
10998,kvenna,nvfe
10999,í,af
11000,körfubolta,nkeþ
11001,í,af
11002,kvöld,nheo
11003,þegar,c
11004,liðin,nhfng
11005,mættust,sfm3fþ
11006,í,af
11007,T M,n----s
11008,höllinni,nveþg
11009,.,pl
11010,Hjá,af
11011,okkur,fp1fþ
11012,Víðismönnum,nkfþ-s
11013,stendur,sfg3en
11014,upp,aa
11015,úr,aa
11016,góður,lkensf
11017,árangur,nken
11018,á,af
11019,heimavelli,nkeþ
11020,í,af
11021,sumar,nheo
11022,og,c
11023,bikarleikurinn,nkeng
11024,gegn,af
11025,Pepsi-deildarliði,nheþ-s
11026,Vals,nkee-s
11027,sem,ct
11028,endaði,sfg3eþ
11029,með,af
11030,núll,ta
11031,,m
11032, einum,ta
11033,sigri,nkeþ
11034,gestanna,nkfeg
11035,með,af
11036,umdeildu,lheþsf
11037,marki,nheþ
11038,fyrir,af
11039,framan,aa
11040,fjölda,nkeo
11041,áhorfenda,nkfe
11042,í,af
11043,Garðinum,nkeþgs
11044,.,pl
11045, þrjú,ta
11046,,m
11047,núll,ta
11048,Jóhann,nken-s
11049,Birnir,nken-s
11050,Guðmundsson,nken-s
11051,(,pa
11052,',pg
11053, áttatíu og fimm,ta
11054,),pa
11055,Myndirnar,nvfog
11056,úr,af
11057,leiknum,nkeþg
11058,tók,sfg3eþ
11059,Hilmar,nken-s
11060,Bragi,nken-s
11061,.,pl
11062,Grindvíkingar,nkfn-s
11063,eru,sfg3fn
11064,komnir,sþgkfn
11065,áfram,aa
11066,í,af
11067,bikarkeppni,nveo
11068,karla,nkfe
11069,í,af
11070,körfubolta,nkeþ
11071,eftir,af
11072, níutíu og þrjú,ta
11073,,pa
11074, áttatíu og sex,ta
11075,sigur,nkeo
11076,á,af
11077,Í R,nkeþ-s
11078,í,af
11079, sextán,nhfe
11080,-,pa
11081,liða,nhfe
11082,úrslitum,nhfþ
11083,Maltbikarsins,nkeegs
11084,.,pl
11085,Skallagrímur-Keflavík,nken-s
11086, sextíu og sjö,ta
11087,,m
11088, níutíu og sex,ta
11089,(,pa
11090, átján,ta
11091,,m
11092, tuttugu og tvö,ta
11093,",",pk
11094, nítján,ta
11095,,m
11096, tuttugu og fimm,ta
11097,",",pk
11098, tíu,ta
11099,,m
11100, tuttugu og níu,ta
11101,",",pk
11102, tuttugu,ta
11103,,m
11104, tuttugu,ta
11105,),pa
11106,Keflavík,nveþ-s
11107,:,pa
11108,Darrel,n----s
11109,Keith,n----s
11110,Lewis,n----s
11111, tuttugu,ta
11112,",",pk
11113,Guðmundur,nken-s
11114,Jónsson,nken-s
11115, fjórtán <sil> fimm,ta
11116,stolnir,lkfnsf
11117,",",pk
11118,Michael,n----s
11119,Craion,n----s
11120, þrettán <sil> tólf,ta
11121,fráköst,nhfo
11122,",",pk
11123,Gunnar,nken-s
11124,Ólafsson,nken-s
11125, ellefu,ta
11126,",",pk
11127,Þröstur,nken-s
11128,Leó,nken-s
11129,Jóhannsson,nken-s
11130, ellefu,ta
11131,",",pk
11132,Arnar,nken-s
11133,Freyr,nken-s
11134,Jónsson,nken-s
11135, níu <sil> fimm,ta
11136,fráköst,nhfo
11137,skástrik,pa
11138, sjö,ta
11139,stoðsendingar,nvfo
11140,",",pk
11141,Valur,nken-s
11142,Orri,nken-s
11143,Valsson,nken-s
11144, sjö,ta
11145,",",pk
11146,Almar,nken-s
11147,Stefán,nken-s
11148,Guðbrandsson,nken-s
11149, sex <sil> sex,ta
11150,fráköst,nhfo
11151,",",pk
11152,Hafliði,nken-s
11153,Már,nken-s
11154,Brynjarsson,nken-s
11155, fimm,ta
11156,",",pk
11157,Ólafur,nken-s
11158,Geir,nken-s
11159,Jónsson,nken-s
11160,núll,ta
11161,",",pk
11162,Ragnar,nken-s
11163,Gerald,nken-s
11164,Albertsson,nken-s
11165,núll,ta
11166,",",pk
11167,Andri,nken-s
11168,Daníelsson,nken-s
11169,núll,ta
11170,.,pl
11171,Keflavíkurstúlkur,nvfn-s
11172,lönduðu,sfg3fþ
11173,afar,aa
11174,mikilvægum,lhfþsf
11175,stigum,nhfþ
11176,í,af
11177,baráttunni,nveþg
11178,í,af
11179,Landsbankadeild,nveþ-s
11180,kvenna,nvfe
11181,með,af
11182,sigri,nkeþ
11183,á,af
11184,Fjölni,nkeþ-s
11185,í,af
11186,kvöld,nheo
11187,",",pk
11188, tvö,ta
11189,,m
11190,núll,ta
11191,.,pl
11192,Í,af
11193,fjósi,nheþ
11194,Barónsins,nheegs
11195,er,sfg3en
11196,nú,aa
11197,verslunin,nveng
11198, tíu,ta
11199,,m
11200, ellefu,ta
11201,.,pl
11202,Heimamenn,nkfng
11203,í,af
11204,Fjölni,nkeþ-s
11205,mættu,sfg3fþ
11206,grimmir,lkfnsf
11207,inn,aa
11208,í,af
11209,síðari,lkeþvm
11210,hálfleik,nkeþ
11211,og,c
11212,náðu,sfg3fþ
11213, átta,ta
11214,,m
11215,núll,ta
11216,áhlaupi,nheþ
11217,og,c
11218,Björgvin,nken-s
11219,Hafþór,nken-s
11220,Ríkharðsson,nken-s
11221,bauð,sfg3eþ
11222,á,af
11223,frábæra,lveosf
11224,vörn,nveo
11225,",",pk
11226,meðal,af
11227,annars,fohee
11228,nokkur,foven
11229,",",pk
11230,",",pk
11231,fullorðins,lveoof
11232,“,pg
11233,blokk,nveo
11234,á,af
11235,ferðinni,nveþg
11236,.,pl
11237, nítjándi,ta
11238,þáttur,nken
11239,-,pa
11240, þrettánda,ta
11241,febrúar,nkeo
11242, tvö þúsund og fimmtán,ta
11243,Reykjanesbær,nken-s
11244, sjötíu og fimm,ta
11245,,m
11246, sextíu og einni,ta
11247,Fjarðabyggð,nveþ-s
11248,K R,n----s
11249,:,pa
11250,Helgi,nken-s
11251,Már,nken-s
11252,Magnússon,nken-s
11253, nítján,ta
11254,",",pk
11255,Michael,n----s
11256,Craion,n----s
11257, nítján <sil> sjö,ta
11258,fráköst,nhfn
11259,skástrik,pa
11260, fjögur,ta
11261,varin,lhfnsf
11262,skot,nhfo
11263,",",pk
11264,Brynjar,nken-s
11265,Þór,nken-s
11266,Björnsson,nken-s
11267, sautján <sil> fjögur,ta
11268,fráköst,nhfo
11269,",",pk
11270,Þórir,nken-s
11271,Guðmundur,nken-s
11272,Þorbjarnarsson,nken-s
11273, átta,ta
11274,",",pk
11275,Björn,nken-s
11276,Kristjánsson,nken-s
11277, sjö,ta
11278,",",pk
11279,Snorri,nken-s
11280,Hrafnkelsson,nken-s
11281, sex,ta
11282,",",pk
11283,Darri,nken-s
11284,Hilmarsson,nken-s
11285, fimm <sil> fimm,ta
11286,fráköst,nhfo
11287,",",pk
11288,Pavel,n----s
11289,Ermolinskij,n----s
11290, fjögur <sil> tólf,ta
11291,fráköst,nhfo
11292,skástrik,pa
11293, átta,ta
11294,stoðsendingar,nvfo
11295,",",pk
11296,Jón,nken-s
11297,Hrafn,nken-s
11298,Baldvinsson,nken-s
11299,núll,ta
11300,",",pk
11301,Ólafur,nken-s
11302,Þorri,nken-s
11303,Sigurjónsson,nken-s
11304,núll,ta
11305,",",pk
11306,Arnór,nken-s
11307,Hermannsson,nken-s
11308,núll,ta
11309,",",pk
11310,Vilhjálmur,nken-s
11311,Kári,nken-s
11312,Jensson,nken-s
11313,núll,ta
11314,.,pl
11315,Keflvíkingar,nkfn-s
11316,voru,sfg3fþ
11317,kafsigldir,lkfnsf
11318,í,af
11319,Vesturbænum,nkeþgs
11320,í,af
11321,toppslagnum,nkeþg
11322,í,af
11323,Domino's,n----s
11324,deild,nveþ
11325,karla,nkfe
11326,",",pk
11327,þar,aa
11328,sem,c
11329,K R,nkfn-s
11330,-ingar,nkfn-s
11331,höfðu,sfg3fþ
11332, sextán,ta
11333,stiga,nhfe
11334,sigur,nkeo
11335,þar,aa
11336,sem,c
11337,lokatölur,nvfn
11338,urðu,sfg3fþ
11339,hundrað og þrjú,ta
11340,,pa
11341, áttatíu og sjö,ta
11342,.,pl
11343,Liðið,nheng
11344,hefur,sfg3en
11345,ekki,aa
11346,farið,sþghen
11347,í,af
11348,undanúrslit,nhfo
11349,frá,af
11350,árinu,nheþg
11351, tvö þúsund og tíu,ta
11352,en,c
11353,þá,aa
11354,töpuðu,sfg3fþ
11355,Njarðvíkingar,nkfn-s
11356,gegn,af
11357,Keflvíkingum,nkfþ-s
11358, þrjú,ta
11359,,m
11360, eitt,ta
11361,.,pl
11362,Haukar,nkfn-s
11363,áttu,sfg3fþ
11364,aldrei,aa
11365,möguleika,nkeo
11366,í,af
11367,leiknum,nkeþg
11368,og,c
11369,fljótt,aa
11370,varð,sfg3eþ
11371,ljóst,lhensf
11372,í,af
11373,hvað,fsheo
11374,stefndi,sfg3eþ
11375,þar,aa
11376,sem,c
11377,Keflavík,nven-s
11378,leiddi,sfg3eþ
11379, tuttugu og níu,ta
11380,,m
11381, fjórtán,ta
11382,eftir,af
11383,fyrsta,lkeove
11384,leikhluta,nkeo
11385,og,c
11386,var,sfg3eþ
11387,staðan,nveng
11388,í,af
11389,hálfleik,nkeþ
11390, fimmtíu og sex,ta
11391,,m
11392, þrjátíu,ta
11393,og,c
11394,svo,aa
11395,lokatölur,nvfn
11396,hundrað og sex,ta
11397,,m
11398, fimmtíu og átta,ta
11399,eins,aa
11400,og,c
11401,fyrr,aam
11402,greinir,sfg3en
11403,.,pl
11404,Gestirnir,nkfng
11405,náðu,sfg3fþ
11406,hins,fakee
11407,vegar,nkee
11408,að,cn
11409,vinna,sng
11410,það,faheo
11411,forskot,nheo
11412,niður,aa
11413,og,c
11414,var,sfg3eþ
11415,staðan,nveng
11416, sextíu og sjö,ta
11417,,m
11418, sextíu og sex,ta
11419,",",pk
11420,Reyni,nkeþ-s
11421,í,af
11422,vil,nheo
11423,",",pk
11424,þegar,c
11425,rúmlega,aa
11426, tvær,ta
11427,mínútur,nvfn
11428,voru,sfg3fþ
11429,eftir,aa
11430,.,pl
11431,Keflavík,nven-s
11432,:,pa
11433,Amin,n----s
11434,Khalil,n----s
11435,Stevens,n----s
11436, þrjátíu og fimm,ta
11437,skástrik,pa
11438, sextán,ta
11439,fráköst,nhfn
11440,",",pk
11441,Hörður,nken-s
11442,Axel,nken-s
11443,Vilhjálmsson,nken-s
11444, tuttugu og tvö <sil> fjögur,ta
11445,fráköst,nhfo
11446,skástrik,pa
11447, sex,ta
11448,stoðsendingar,nvfn
11449,",",pk
11450,Guðmundur,nken-s
11451,Jónsson,nken-s
11452, átján <sil> fimm,ta
11453,fráköst,nhfo
11454,",",pk
11455,Ágúst,nken-s
11456,Orrason,nken-s
11457, sex,ta
11458,",",pk
11459,Reggie,n----s
11460,Dupree,n----s
11461, fimm <sil> fjögur,ta
11462,fráköst,nhfo
11463,",",pk
11464,Arnór,nken-s
11465,Sveinsson,nken-s
11466,núll,ta
11467,",",pk
11468,Kristján,nken-s
11469,Örn,nken-s
11470,Rúnarsson,nken-s
11471,núll,ta
11472,",",pk
11473,Daði,nken-s
11474,Lár,nken-s
11475,Jónsson,nken-s
11476,núll,ta
11477,",",pk
11478,Elvar,nken-s
11479,Snær,nken-s
11480,Guðjónsson,nken-s
11481,núll,ta
11482,",",pk
11483,Arnór,nken-s
11484,Ingi,nken-s
11485,Ingvason,nken-s
11486,núll,ta
11487,",",pk
11488,Magnús,nken-s
11489,Már,nken-s
11490,Traustason,nken-s
11491,núll,ta
11492,skástrik,pa
11493, fimm,ta
11494,fráköst,nhfo
11495,",",pk
11496,Davíð,nken-s
11497,Páll,nken-s
11498,Hermannsson,nken-s
11499,núll,ta
11500,.,pl
11501,Ray,n----s
11502,Anthony,n----s
11503,Jónsson,nken-s
11504,varð,sfg3eþ
11505,frá,af
11506,að,cn
11507,víkja,sng
11508,í,af
11509,gærkvöldi,nheþ
11510,þegar,c
11511,Grindavík,nven-s
11512,rassskellti,sfg3eþ
11513,Breiðablik,nheo-s
11514, þrjú,ta
11515,,m
11516, sex,ta
11517,á,af
11518,Kópavogsvelli,nkeþ-s
11519,í,af
11520,Landsbankadeild,nveþ-s
11521,karla,nkfe
11522,.,pl
11523,Ondo,n----s
11524,átti,sfg3eþ
11525,síðan,aa
11526,annað,lheosf
11527,mark,nheo
11528,Grindavíkur,nvee-s
11529,og,c
11530,þá,aa
11531,eftir,af
11532,sendingu,nveo
11533,frá,af
11534,Scott,n----s
11535,Ramsay,n----s
11536,og,c
11537,staðan,nveng
11538,í,af
11539,hálfleik,nkeþ
11540,var,sfg3eþ
11541,núll,ta
11542,,pa
11543, tvö,ta
11544,fyrir,af
11545,Grindavík,nveþ-s
11546,.,pl
11547,Stig,nhfn
11548,U M F G,n----s
11549,:,pa
11550,Grindavík,nveþ-s
11551,:,pa
11552,Ólafur,nken-s
11553,Ólafsson,nken-s
11554, tuttugu og fimm <sil> níu,ta
11555,fráköst,nhfn
11556,",",pk
11557,Lewis,n----s
11558,Clinch,n----s
11559,yngri,lkenvm
11560,.,pl
11561,Annar,foken
11562,leikur,nken
11563,var,sfg3eþ
11564,settur,sþgken
11565,á,aa
11566,",",pk
11567,en,c
11568,hann,fpken
11569,tafðist,sfm3eþ
11570,vegna,af
11571,kærumála,nhfe
11572,og,c
11573,var,sfg3eþ
11574,fyrst,aae
11575,spilaður,sþgken
11576,sumarið,nheog
11577,eftir,aa
11578,",",pk
11579,og,c
11580,fór,sfg3eþ
11581,hann,fpken
11582,einnig,aa
11583, eitt,ta
11584,,m
11585, eitt,ta
11586,.,pl
11587,Njarðvíkingar,nkfn-s
11588,tryggðu,sfg3fþ
11589,sér,fpkfþ
11590,sæti,nheo
11591,í,af
11592,úrslitum,nhfþ
11593,eftir,af
11594, þrjú,ta
11595,,m
11596, tvo,ta
11597,sigur,nkeo
11598,á,af
11599,Aftureldingu,nveþ-s
11600,á,af
11601,dögunum,nkfþg
11602,.,pl
11603, tvö þúsund og tólf,ta
11604,Fram,nven-s
11605,-,pa
11606,Keflavík,nveþ-s
11607,núll,ta
11608,,m
11609, tveir,ta
11610,Frans,nken-s
11611,Elvarsson,nken-s
11612,og,c
11613,Guðmundur,nken-s
11614,Steinarsson,nken-s
11615, tvö þúsund og ellefu,ta
11616,Fram,nhen-s
11617,-,pa
11618,Keflavík,nveþ-s
11619, eitt,ta
11620,,pa
11621,núll,ta
11622, tvö þúsund og tíu,ta
11623,Fram,nven-s
11624,-,pa
11625,Keflavík,nveþ-s
11626, tvö,ta
11627,,m
11628, eitt,ta
11629,Sjálfsmark,nhen
11630, tvö þúsund og níu,ta
11631,Fram,nhen-s
11632,-,pa
11633,Keflavík,nveþ-s
11634, fimm,ta
11635,,m
11636,núll,ta
11637, tvö þúsund og átta,ta
11638,Fram,nven-s
11639,-,pa
11640,Keflavík,nveþ-s
11641,núll,ta
11642,,m
11643, tveir,ta
11644,Þórarinn,nken-s
11645,Kristjánsson,nken-s
11646, tvö,ta
11647, tvö þúsund og sjö,ta
11648,Fram,nven-s
11649,-,pa
11650,Keflavík,nveþ-s
11651, tvö,ta
11652,,m
11653, tveir,ta
11654,Guðmundur,nken-s
11655,Steinarsson,nken-s
11656,og,c
11657,Þórarinn,nken-s
11658,Kristjánsson,nken-s
11659, tvö þúsund og fimm,ta
11660,Fram,nven-s
11661,-,pa
11662,Keflavík,nveþ-s
11663, tvö,ta
11664,,m
11665, þrír,ta
11666,Stefán,nken-s
11667,Örn,nken-s
11668,Arnarson,nken-s
11669,",",pk
11670,Hörður,nken-s
11671,Sveinsson,nken-s
11672,og,c
11673,Hólmar,nken-s
11674,Örn,nken-s
11675,Rúnarsson,nken-s
11676, tvö þúsund og fjórum,ta
11677,Fram,nveþ-s
11678,-,pa
11679,Keflavík,nveþ-s
11680, eitt,ta
11681,,m
11682, sex,ta
11683,Hólmar,nken-s
11684,Örn,nken-s
11685,Rúnarsson,nken-s
11686, tvö,ta
11687,",",pk
11688,Hörður,nken-s
11689,Sveinsson,nken-s
11690, tvö,ta
11691,",",pk
11692,Þórarinn,nken-s
11693,Kristjánsson,nken-s
11694,og,c
11695,Guðmundur,nken-s
11696,Steinarsson,nken-s
11697,.,pl
11698,Reynismenn,nkfn-s
11699,halda,sfg3fn
11700,sínu,feheþ
11701,striki,nheþ
11702,í,af
11703, annarri,ta
11704,deild,nveþ
11705,karla,nkfe
11706,í,af
11707,knattspyrnu,nveþ
11708,og,c
11709,tryggðu,sfg3fþ
11710,sig,fpkfo
11711,á,af
11712,toppnum,nkeþg
11713,með,af
11714,sigri,nkeþ
11715,á,af
11716,Hvöt,nveþ-s
11717,frá,af
11718,Blönduósi,nkeþ-s
11719, fjögur,ta
11720,,m
11721, fimm,ta
11722,í,af
11723,gærkvöldi,nheþ
11724,",",pk
11725,en,c
11726,á,aa
11727,meðan,aa
11728,töpuðu,sfg3fþ
11729,grannar,nkfn
11730,þeirra,fpkfe
11731,",",pk
11732,víðismenn,nkfn
11733,frá,af
11734,Garði,nkeþ-s
11735,",",pk
11736,á,af
11737,eigin,lkeþof
11738,hemavelli,nkeþ
11739,fyrir,af
11740,Magna,nkeo-s
11741,frá,af
11742,Grenivík,nveþ-s
11743,og,c
11744,hafa,sfg3fn
11745,enn,aa
11746,ekki,aa
11747,unnið,sþghen
11748,leik,nkeo
11749,í,af
11750,sumar,nheo
11751,.,pl
11752,Heimamenn,nkfng
11753,náðu,sfg3fþ
11754,yfirhöndinn,x
11755,strax,aa
11756,í,af
11757,byrjun,nveþ
11758,leik,nkee
11759,og,c
11760,leiddu,sfg3fþ
11761, sautján,ta
11762,,m
11763, þrettán,ta
11764,eftir,af
11765,fyrsta,lkeove
11766,leikhluta,nkeo
11767,og,c
11768, þrjátíu og fimm,ta
11769,,m
11770, tuttugu og fjögur,ta
11771,í,af
11772,hálfleik,nkeþ
11773,.,pl
11774,Dagsbirta,nven
11775, tuttugu og fjögur <sil> sjö,ta
11776,Áhugamál,nhfn
11777,þín,fehfn
11778,?,pl
11779,Stuttu,lheþsf
11780,eftir,af
11781,þetta,faheo
11782,setur,sfg3en
11783,Ingibjörg,nven-s
11784,Sigurðardóttir,nven-s
11785,risa,nkeo
11786,þrist,nkeo
11787,fyrir,af
11788,Grindavík,nveo-s
11789,og,c
11790,eykur,sfg3en
11791,muninn,nkeog
11792,í,af
11793, fjörutíu og þrjú,ta
11794,,m
11795, þrjátíu og átta,ta
11796,og,c
11797,Jóhanna,nven-s
11798,Rún,nven-s
11799,Styrmisdóttir,nven-s
11800,fylgir,sfg3en
11801,á,aa
11802,eftir,aa
11803,með,af
11804, tveimur,ta
11805,stigum,nhfþ
11806,og,c
11807,Jeanne,n----s
11808,Sicat,n----s
11809,setur,sfg3en
11810,niður,aa
11811,þrist,nkeo
11812,og,c
11813,allt,fohen
11814,í,af
11815,einu,lheþsf
11816,er,sfg3en
11817,Grindavík,nveþ-s
11818,komið,sþghen
11819,með,af
11820, tíu,ta
11821,stiga,nhfe
11822,forskot,nheo
11823,",",pk
11824, fjörutíu og átta,ta
11825,,m
11826, þrjátíu og átta,ta
11827,og,c
11828, fimm,ta
11829,mínútur,nvfo
11830,eftir,aa
11831,af,af
11832,leiknum,nkeþg
11833,.,pl
11834,Njarðvík,nven-s
11835,fór,sfg3eþ
11836,í,af
11837,gang,nkeo
11838,í,af
11839,öðrum,lkeþsf
11840,leikhluta,nkeþ
11841,og,c
11842,sigruðu,sfg3fþ
11843,hann,fpkeo
11844, tuttugu og níu,ta
11845,,m
11846, tuttugu og eitt,ta
11847,og,c
11848,því,aa
11849,með,af
11850, sjö,ta
11851,stiga,nhfe
11852,foristu,nveþ
11853,í,af
11854,hálfleik,nkeþ
11855, fimmtíu og fjögur,ta
11856,,m
11857, fjörutíu og sjö,ta
11858,.,pl
11859,Haukar-Keflavík,nkfn-s
11860, sextíu og fimm,ta
11861,,m
11862, sextíu og átta,ta
11863,(,pa
11864, sautján,ta
11865,,m
11866, þrettán,ta
11867,",",pk
11868, sautján,ta
11869,,m
11870, tuttugu og fjögur,ta
11871,",",pk
11872, sextán,ta
11873,,m
11874, tuttugu og eitt,ta
11875,",",pk
11876, fimmtán,ta
11877,,m
11878, tíu,ta
11879,),pa
11880,Njarðvík,nven-s
11881,:,pa
